25C-L8R0,,
Time (min),Intensity (a.u.),
73.22068787,49.55291367,
73.23735046,48.0851059,
73.25402069,48.60096359,
73.27068329,48.42962646,
73.28735352,49.75151062,
73.30402374,49.39319992,
73.32068634,48.09852219,
73.33735657,48.72637939,
73.35401917,48.59477997,
73.37068939,49.58286667,
73.38735199,51.50682068,
73.40402222,49.66331482,
73.42068481,48.44448853,
73.43735504,49.11919403,
73.45401764,49.60460663,
73.47068787,48.32921982,
73.48735046,49.60332489,
73.50402069,47.41321182,
73.52068329,49.60182571,
73.53735352,48.38804245,
73.55402374,49.48454285,
73.57068634,50.0006752,
73.58735657,49.21806335,
73.60401917,48.86858749,
73.62068939,49.00619888,
73.63735199,49.19055939,
73.65402222,49.11213684,
73.67068481,50.01200104,
73.68735504,49.75151443,
73.70401764,49.49960709,
73.72068787,49.97908401,
73.73735046,50.13372421,
73.75402069,49.74166489,
73.77068329,49.81790543,
73.78735352,47.94168854,
73.80402374,50.24542236,
73.82068634,48.77640152,
73.83735657,49.39447403,
73.85401917,48.65674591,
73.87068939,49.87284088,
73.88735199,48.88714981,
73.90402222,49.73539352,
73.92068481,50.34815979,
73.93735504,49.22940445,
73.95401764,50.31933212,
73.97068787,49.61380386,
73.98735046,50.33724976,
74.00402069,49.86545181,
74.02068329,49.78737259,
74.03735352,49.81966782,
74.05402374,50.17461395,
74.07068634,50.07110214,
74.08735657,49.05853653,
74.10401917,49.12454605,
74.12068939,49.13764191,
74.13735199,50.70490265,
74.15402222,51.00434875,
74.17068481,49.67593765,
74.18735504,50.80212784,
74.20401764,49.20672989,
74.22068787,50.10517883,
74.23735046,51.61894608,
74.25402069,51.87919617,
74.27068329,50.83402252,
74.28735352,49.62506104,
74.30402374,50.72312164,
74.32068634,50.77854538,
74.33735657,50.95170212,
74.35401917,50.59822464,
74.37068939,48.70246124,
74.38735199,49.16107559,
74.40402222,51.6695137,
74.42068481,50.2556839,
74.43735504,50.56299973,
74.45401764,50.95795822,
74.47068787,50.53842545,
74.48735046,50.22082138,
74.50402069,50.31269455,
74.52068329,51.17197418,
74.53735352,50.54708099,
74.55402374,50.99098969,
74.57068634,50.12918472,
74.58735657,51.16969681,
74.60401917,49.04440308,
74.62068939,51.05086136,
74.63735199,49.40125656,
74.65402222,49.40541077,
74.67068481,50.41986465,
74.68735504,50.87052536,
74.70401764,49.64529419,
74.72068787,49.74061203,
74.73735046,49.89582443,
74.75402069,50.48538971,
74.77068329,50.47920227,
74.78735352,50.91334152,
74.80402374,51.69997787,
74.82068634,50.94232941,
74.83735657,50.15773773,
74.85401917,51.3515358,
74.87068939,50.58517456,
74.88735199,51.849617,
74.90402222,50.53387451,
74.92068481,51.04898453,
74.93735504,49.89370728,
74.95401764,51.07158279,
74.97068787,50.93179703,
74.98735046,50.8601532,
75.00402069,49.64606476,
75.02068329,49.98156357,
75.03735352,51.60864258,
75.05402374,50.78165817,
75.07068634,49.26549911,
75.08735657,49.72565079,
75.10401917,50.8204155,
75.12068939,52.49255371,
75.13735199,51.3046875,
75.15402222,50.45360947,
75.17068481,50.51134872,
75.18735504,50.08107758,
75.20401764,50.28818893,
75.22068787,50.18187714,
75.23735046,50.46029663,
75.25402069,51.66209793,
75.27068329,50.12244034,
75.28735352,50.52719498,
75.30402374,48.9812088,
75.32068634,50.15815735,
75.33735657,51.42723846,
75.35401917,49.04057693,
75.37068939,51.20889282,
75.38735199,51.70119858,
75.40402222,51.46359634,
75.42068481,51.01900482,
75.43735504,51.73491287,
75.45401764,51.6590271,
75.47068787,50.46060181,
75.48735046,50.20614243,
75.50402069,50.74192047,
75.52068329,51.85962677,
75.53735352,52.25605011,
75.55402374,50.20577621,
75.57068634,51.45926666,
75.58735657,51.36109543,
75.60401917,52.27806091,
75.62068939,50.78610229,
75.63735199,52.25927353,
75.65402222,51.5871582,
75.67068481,51.29735947,
75.68735504,51.20120239,
75.70401764,50.4389267,
75.72068787,51.12647247,
75.73735046,51.35481644,
75.75402069,51.34600067,
75.77068329,51.11508179,
75.78735352,51.5894928,
75.80402374,50.93520355,
75.82068634,52.09323883,
75.83735657,50.21055603,
75.85401917,51.80564117,
75.87068939,52.18202591,
75.88735199,50.79395294,
75.90402222,51.76211929,
75.92068481,50.8824501,
75.93735504,49.85383606,
75.95401764,53.1269989,
75.97068787,49.94265747,
75.98735046,52.02487946,
76.00402069,50.00227356,
76.02068329,49.93856812,
76.03735352,52.05114746,
76.05402374,51.58639145,
76.07068634,52.92026138,
76.08735657,50.6108017,
76.10401917,52.66042709,
76.12068939,51.68483734,
76.13735199,51.35234833,
76.15402222,51.1301384,
76.17068481,49.4273262,
76.18735504,51.78945923,
76.20401764,51.71763229,
76.22068787,51.89735794,
76.23735046,50.60649872,
76.25402069,51.04991531,
76.27068329,51.79958725,
76.28735352,51.16057205,
76.30402374,50.33253479,
76.32068634,51.70641327,
76.33735657,51.3143158,
76.35401917,52.42649078,
76.37068939,51.98514938,
76.38735199,51.48550797,
76.40402222,51.00714874,
76.42068481,50.36884308,
76.43735504,51.26879883,
76.45401764,51.74832153,
76.47068787,52.53001404,
76.48735046,51.75552368,
76.50402069,52.34083557,
76.52068329,50.91657257,
